,urlid,alchemy_category,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,framebased,frameTagRatio,hasDomainLink,html_ratio,image_ratio,linkwordscore,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,title_len,body_len,sent_title
1855,9613,4,0.638297872,0.446808511,0.170212766,0.106382979,0.480529595,0.0,0,0.058823529,0,0.300820604,0.016260163,28,2337,47,3,0.021276596,0.069705094,53,2568,0
1856,967,6,0.139204545,0.068181818,0.019886364,0.008522727,0.524747206,0.002857143,0,0.018359853,0,0.211309147,0.137142857,17,9395,352,8,0.065340909,0.098666667,131,1879,0
1857,2047,1,0.701754386,0.25,0.131578947,0.087719298,0.439440626,0.0,0,0.037234043,0,0.201472195,0.051873199,46,4277,228,15,0.070175439,0.098360656,200,4219,2
1858,1171,0,0.375,0.0,0.0,0.0,0.6,0.0,0,0.126984127,0,0.381859891,0.024390244,77,35,8,0,0.125,0.226415094,68,255,2
1859,2595,8,0.171641791,0.082089552,0.026119403,0.014925373,0.545454545,0.0,0,0.031779661,0,0.233330307,1.838709677,14,10450,268,8,0.119402985,0.109589041,160,209,0
1860,8468,5,0.604395604,0.32967033,0.131868132,0.032967033,0.452674897,0.0,0,0.026819923,0,0.332556486,0.00616808,18,6188,91,7,0.054945055,0.043307087,39,8262,0
1861,6051,4,0.444444444,0.126984127,0.031746032,0.0,0.471896482,0.0,0,0.054140127,0,0.288732394,0.059770115,19,2087,63,3,0.047619048,0.104513064,20,2473,1
1862,8063,3,0.076923077,0.038461538,0.0,0.0,0.456826328,0.0,0,0.047961631,0,0.257219225,0.1,13,2826,104,0,0.105769231,0.073529412,40,3069,1
1863,4023,2,0.315217391,0.163043478,0.086956522,0.032608696,0.56118665,0.0,0,0.132231405,0,0.236563363,0.473684211,51,1154,92,5,0.076086957,0.047945205,124,809,1
1864,6485,3,0.421787709,0.170391061,0.027932961,0.008379888,0.840277778,0.0,0,0.02774427,0,0.195295619,3.44,32,4759,358,5,0.472067039,0.181818182,90,144,1
1865,6518,0,0.642458101,0.354748603,0.173184358,0.125698324,0.445120826,0.0,0,0.080840229,0,0.2131788,0.07780083,45,7658,358,14,0.203910615,0.108961303,160,5421,1
1866,6986,1,0.230769231,0.064102564,0.012820513,0.0,0.501117318,0.003367003,0,0.089678511,0,0.247793618,0.097643098,14,3285,78,6,0.423076923,0.075907591,49,1783,1
1867,9541,0,0.022222222,0.014814815,0.014814815,0.0,0.515771998,0.0,0,0.033898305,0,0.102388863,0.232758621,20,1027,135,1,0.785185185,0.046610169,16,1807,1
1868,6060,3,0.320512821,0.192307692,0.102564103,0.051282051,0.534255185,0.0,0,0.113733906,0,0.256221092,0.097014925,26,1931,78,6,0.435897436,0.084558824,67,1591,1
1869,3062,3,0.090909091,0.03030303,0.0,0.0,0.405813067,0.0,0,0.0,0,0.325963689,0.011592958,1,9406,33,5,0.0,0.081929904,26,11801,1
1870,10552,7,0.4,0.192,0.08,0.064,0.645724258,0.0,0,0.042424242,0,0.245381353,0.142857143,53,883,125,3,0.0,0.141666667,77,573,1
1871,3088,3,0.474452555,0.175182482,0.116788321,0.080291971,0.502932551,0.0,0,0.068027211,0,0.225681001,0.076115486,15,4190,137,4,0.277372263,0.10989011,45,2045,0
1872,4178,5,0.669642857,0.294642857,0.107142857,0.008928571,0.40915493,0.0,0,0.019774011,0,0.265584364,0.022972973,26,3351,112,2,0.535714286,0.10990502,93,4260,1
1873,9357,1,0.4,0.133333333,0.0,0.0,0.4452902,0.0,0,0.034364261,0,0.208593246,0.025139665,9,1805,30,3,0.0,0.06162465,15,2102,1
1874,2278,1,0.234042553,0.063829787,0.0,0.0,0.501706485,-1.0,0,0.081896552,0,0.249419501,0.107476636,33,1126,94,6,0.244680851,0.128440367,78,1170,0
1875,9718,10,0.633136095,0.319526627,0.147928994,0.065088757,0.48745709,0.0,0,0.035433071,0,0.263048646,0.039334342,16,13435,169,3,0.289940828,0.093457944,33,3785,2
1876,4977,1,0.830265849,0.421267894,0.347648262,0.343558282,0.422049147,-1.0,0,0.007343413,0,0.153223632,0.139923954,11,35162,489,9,0.531697342,0.092115535,129,7447,1
1877,4673,1,0.563218391,0.471264368,0.0,0.0,0.490919097,0.0,0,0.031185031,0,0.231601852,0.049535604,10,3746,87,3,0.08045977,0.05015674,43,1814,1
1878,4036,1,0.0,0.0,0.0,0.0,0.82278481,0.0,0,0.152,0,0.334200666,0.454545455,35,189,23,0,0.130434783,0.333333333,38,79,1
1879,3544,0,0.416666667,0.083333333,0.0,0.0,21.0,-1.0,0,0.160427807,0,0.246268657,-1.0,52,195,24,1,0.0,0.166666667,9,1,1
1880,8199,0,0.213740458,0.091603053,0.0,0.0,0.718253968,0.0,0,0.007371007,0,0.122238894,3.617021277,6,6811,131,1,0.549618321,0.125,0,252,1
1881,2222,8,0.56557377,0.168032787,0.06147541,0.004098361,0.427570678,0.0,0,0.03346856,0,0.252403404,0.021802326,24,6636,244,8,0.06147541,0.097810219,113,3993,1
1882,1692,3,0.694280079,0.214990138,0.055226824,0.027613412,0.511888859,0.001574803,0,0.031463748,0,0.162459905,0.160629921,23,15665,507,6,0.276134122,0.094427245,122,3743,1
1883,8047,6,0.345070423,0.084507042,0.007042254,0.007042254,0.460760518,0.0,0,0.062611807,1,0.332797083,0.043103448,30,2223,142,5,0.021126761,0.097560976,26,2468,1
1884,4517,1,0.47761194,0.253731343,0.134328358,0.089552239,0.434742982,0.0,0,0.117021277,0,0.291652578,0.019498607,13,4803,67,10,0.104477612,0.111317254,199,5484,0
1885,7913,2,0.116504854,0.048543689,0.029126214,0.019417476,0.51773491,0.0,0,0.091295117,0,0.233974939,0.106227106,23,2056,103,7,0.097087379,0.073943662,147,1605,1
1886,9300,3,0.368421053,0.210526316,0.210526316,0.105263158,21.0,-1.0,0,0.192982456,0,0.245434734,-1.0,60,119,19,2,0.052631579,0.333333333,26,1,1
1887,8245,0,0.047619048,0.007936508,0.0,0.0,0.803797468,0.0,0,0.027777778,0,0.203161066,3.12,34,682,126,1,0.531746032,0.142857143,43,158,1
1888,927,4,0.585623679,0.276955603,0.095137421,0.042283298,0.589595376,0.0,0,0.038312527,0,0.20771903,3.08,40,9551,473,7,0.308668076,0.0,83,173,2
1889,246,2,0.236842105,0.0,0.0,0.0,0.615979381,0.0,0,0.027303754,0,0.158097149,0.556701031,47,247,38,5,0.789473684,0.101851852,69,776,1
1890,4172,1,0.432960894,0.187150838,0.05027933,0.01396648,1.283018868,0.0,0,0.028430161,0,0.19675282,10.625,34,4719,358,19,0.477653631,0.126315789,377,53,1
1891,8904,4,0.516853933,0.168539326,0.04494382,0.02247191,0.598557692,0.0,0,0.066666667,0,0.239124278,0.195804196,26,5037,178,6,0.050561798,0.083870968,73,832,1
1892,8348,7,0.674208145,0.366515837,0.194570136,0.07239819,0.385972461,0.0,0,0.020765027,0,0.197430318,0.105540897,60,2206,221,11,0.045248869,0.031707317,224,2324,0
1893,8119,5,0.381818182,0.018181818,0.018181818,0.018181818,0.301403295,0.0,0,0.036392405,0,0.224806727,0.044554455,9,3973,55,1,0.018181818,0.189393939,7,3278,1
1894,7768,4,0.637614679,0.376146789,0.151376147,0.105504587,0.407550823,0.0,0,0.05199115,0,0.231497241,0.050139276,27,8526,218,9,0.233944954,0.06504065,49,2066,1
1895,3846,0,0.275590551,0.149606299,0.070866142,0.007874016,0.555815769,0.0,0,0.065934066,0,0.222040816,0.362790698,36,1405,127,4,0.125984252,0.146226415,64,1281,1
1896,1439,0,0.0,0.0,0.0,0.0,21.0,-1.0,0,0.151515152,0,0.314514311,-1.0,32,151,18,1,0.055555556,0.076923077,67,1,1
1897,1975,2,0.12195122,0.056910569,0.0,0.0,0.337028825,0.0,0,0.028257457,0,0.070094365,1.192307692,25,1442,123,1,0.430894309,0.032786885,45,451,1
1898,8807,2,0.117647059,0.0,0.0,0.0,0.670731707,0.0,0,0.169811321,0,0.248949359,1.358974359,77,119,17,7,0.0,0.083333333,48,246,0
1899,3370,3,0.513513514,0.216216216,0.067567568,0.040540541,0.480606331,0.0,0,0.027989822,0,0.292970403,0.019900498,15,4657,74,4,0.040540541,0.061118336,29,4473,1
1900,9537,0,0.725490196,0.490196078,0.333333333,0.151960784,0.430977543,0.001968504,0,0.062992126,0,0.200887192,0.047244094,46,3176,204,7,0.019607843,0.083003953,28,3028,1
1901,8836,8,0.796747967,0.216463415,0.141260163,0.104674797,21.0,-1.0,0,0.008338679,0,0.155912567,-1.0,37,17767,984,2,0.165650407,0.363636364,24,1,1
1902,3241,3,0.445916115,0.145695364,0.086092715,0.037527594,0.488827911,0.0,0,0.005838848,0,0.145730957,0.615546218,21,11459,453,5,0.362030905,0.054585153,46,2551,1
1903,8625,3,0.76969697,0.315151515,0.096969697,0.042424242,0.477423239,0.0,0,0.026666667,0,0.224933105,0.161870504,11,11833,165,0,0.012121212,0.050909091,45,1661,2
1904,1913,1,0.512195122,0.25,0.115853659,0.036585366,0.513242663,0.001930502,0,0.031165312,0,0.213384446,0.121621622,32,3909,164,0,0.048780488,0.089958159,11,2794,1
1905,9722,0,0.444444444,0.0,0.0,0.0,1.133333333,0.0,0,0.169491525,0,0.270713479,1.4,58,139,27,4,0.148148148,0.333333333,33,75,1
1906,4018,4,0.381756757,0.175675676,0.054054054,0.033783784,0.41215268,0.0,0,0.052542373,0,0.231673817,0.062253743,30,7882,296,10,0.057432432,0.094163424,261,7126,1
1907,1946,0,0.297297297,0.081081081,0.027027027,0.0,0.608695652,0.0,0,0.060702875,0,0.258252334,0.724137931,16,1058,37,7,0.108108108,0.043478261,60,184,1
1908,8113,2,0.380952381,0.0,0.0,0.0,21.0,-1.0,0,0.153005464,0,0.245139683,-1.0,51,153,21,3,0.047619048,0.25,22,1,1
1909,7412,0,0.413793103,0.206896552,0.186206897,0.179310345,21.0,-1.0,0,0.020654045,0,0.162210777,-1.0,9,12028,145,3,0.351724138,0.2,1,1,1
1910,7547,2,0.420289855,0.231884058,0.028985507,0.0,0.505861665,0.0,0,0.096456693,0,0.248133921,0.06185567,18,3267,69,6,0.130434783,0.081168831,136,1706,1
1911,9168,0,0.0,0.0,0.0,0.0,0.476439791,0.0,0,0.344827586,0,0.45693841,0.06779661,0,0,2,1,0.0,0.128571429,51,382,0
1912,9774,0,0.57591623,0.371727749,0.146596859,0.052356021,0.493338008,0.0,0,0.069100391,0,0.255500987,0.043650794,42,3339,191,8,0.22513089,0.093253968,40,2852,1
1913,10093,0,0.79338843,0.32231405,0.115702479,0.016528926,21.0,-1.0,0,0.04245283,0,0.269093394,-1.0,25,3681,121,11,0.008264463,0.076923077,1,1,1
1914,1835,2,0.222222222,0.222222222,0.0,0.0,0.53634439,0.0,0,0.115384615,0,0.345755694,0.031531532,9,783,9,3,0.111111111,0.109090909,15,1417,1
1915,4869,8,0.662100457,0.490106545,0.392694064,0.261796043,0.497527201,0.0,0,0.014547161,0,0.179590699,0.136612022,51,6392,657,5,0.130898021,0.103064067,64,2022,1
1916,100,0,0.5625,0.354166667,0.145833333,0.0625,0.56956957,0.005376344,0,0.003831418,0,0.222321277,0.102150538,27,1549,48,0,0.0,0.072222222,30,999,1
1917,6235,1,0.50877193,0.280701754,0.087719298,0.01754386,0.559045226,0.020618557,0,0.064220183,1,0.287195508,0.051546392,23,1965,57,4,0.210526316,0.103806228,71,1591,1
1918,9776,0,0.263157895,0.157894737,0.0,0.0,21.0,-1.0,0,0.112676056,0,0.301896158,-1.0,53,159,19,4,0.052631579,0.2,34,1,0
1919,8627,4,0.473684211,0.078947368,0.043859649,0.00877193,0.400393645,0.0,0,0.013796384,1,0.289345502,0.090763052,5,15107,114,9,0.105263158,0.091240876,199,7113,0
1920,8397,0,0.173076923,0.057692308,0.057692308,0.0,0.444748858,0.0,0,0.103244838,0,0.26034071,0.062146893,9,3447,52,5,0.211538462,0.082692308,52,3281,1
1921,2635,3,0.74904943,0.357414449,0.125475285,0.011406844,0.48388582,0.0,0,0.059021922,0,0.228482122,0.074927954,48,3255,263,7,0.384030418,0.07826087,56,2172,1
1922,6323,3,0.423236515,0.161825726,0.045643154,0.004149378,0.535859269,0.0,0,0.032432432,0,0.190001167,0.434782609,23,5232,241,6,0.290456432,0.089041096,96,739,1
1923,1743,8,0.762081784,0.371747212,0.133828996,0.011152416,0.419618529,0.0,0,0.052892562,0,0.228582377,0.067385445,46,3662,269,5,0.397769517,0.072222222,51,2202,1
1924,1279,0,0.553459119,0.20754717,0.0,0.0,0.535545024,0.0,0,0.079159935,0,0.228637556,0.165517241,48,1456,159,6,0.132075472,0.097402597,42,844,1
1925,4159,5,0.857142857,0.571428571,0.071428571,0.071428571,0.480265585,0.0,0,0.055155875,0,0.208330086,0.154195011,3,11646,14,4,0.0,0.057553957,46,2711,1
1926,9095,0,0.376344086,0.172043011,0.043010753,0.010752688,0.450897571,0.0,0,0.03180212,0,0.262851367,0.010670732,23,3074,93,7,0.096774194,0.094281298,41,3788,1
1927,5282,0,0.790322581,0.532258065,0.064516129,0.016129032,0.401931544,0.0,0,0.035281147,0,0.225751351,0.019809826,11,14617,186,5,0.037634409,0.132258065,88,7039,0
1928,5060,1,0.2,0.0,0.0,0.0,0.764044944,0.0,0,0.019607843,0,0.327189481,0.0625,19,867,30,0,0.0,0.043478261,13,267,2
1929,3906,7,0.543589744,0.302564103,0.21025641,0.174358974,0.474601971,0.0,0,0.075117371,0,0.20327444,0.125,46,4679,195,9,0.184615385,0.092105263,197,2638,1
1930,7106,2,0.365313653,0.070110701,0.014760148,0.003690037,0.566282421,0.0,0,0.02027027,0,0.259373385,0.322033898,41,2495,271,4,0.051660517,0.06504065,41,694,2
1931,4624,0,0.139423077,0.0625,0.038461538,0.004807692,0.556302521,0.0,0,0.02758367,0,0.150093543,2.042553191,13,6439,208,0,0.336538462,0.331460674,20,1190,1
1932,8607,3,0.105263158,0.026315789,0.0,0.0,0.405,0.0,0,0.037383178,1,0.19835834,0.110169492,19,1302,76,6,0.078947368,0.090225564,57,800,1
1933,4560,11,0.496503497,0.251748252,0.0,0.0,0.489942529,0.0,0,0.073319756,0,0.226490255,0.253112033,37,1746,143,8,0.559440559,0.095785441,143,1390,1
1934,9455,2,0.636871508,0.402234637,0.167597765,0.05027933,0.562012142,0.0,0,0.057315234,0,0.202742143,0.344497608,28,4434,179,0,0.0,0.09,33,1153,1
1935,9551,7,0.368421053,0.210526316,0.136842105,0.105263158,0.43313172,0.0,0,0.044765343,0,0.241236753,0.164583333,26,13288,285,10,0.140350877,0.103921569,176,2976,1
1936,346,9,0.504587156,0.220183486,0.110091743,0.027522936,0.412140575,0.0,0,0.028887001,0,0.196792123,0.514792899,15,5786,109,5,0.04587156,0.125714286,65,939,0
1937,9506,1,0.411458333,0.1875,0.015625,0.005208333,0.47875569,0.0,0,0.005698006,0,0.183812172,0.1375,28,2956,192,0,0.875,0.078838174,107,1318,1
1938,4968,1,0.368421053,0.171052632,0.131578947,0.039473684,0.437132785,0.0,0,0.074954296,0,0.265364697,0.053333333,11,4968,76,3,0.105263158,0.085763293,35,3404,1
1939,1258,1,0.559183673,0.257142857,0.112244898,0.085714286,0.466734903,0.003003003,0,0.03038674,0,0.174514831,0.072072072,55,4785,490,4,0.140816327,0.093093093,79,1954,0
1940,10561,2,0.623481781,0.356275304,0.020242915,0.008097166,0.437027072,0.0,0,0.019067797,0,0.2162463,0.045327103,16,10054,247,4,0.056680162,0.077348066,18,11894,1
1941,8808,4,0.646341463,0.512195122,0.329268293,0.268292683,0.435074062,0.0,0,0.059590317,0,0.307723638,0.025595238,7,13302,82,5,0.048780488,0.094736842,74,9249,1
1942,8290,3,0.572727273,0.163636364,0.109090909,0.036363636,0.682291667,0.0,0,0.075829384,0,0.229068858,0.461538462,57,798,110,2,0.181818182,0.09375,28,192,1
1943,6703,0,0.660098522,0.325123153,0.275862069,0.236453202,0.462424575,0.0,0,0.032175032,0,0.18480266,0.060150376,17,11671,203,7,0.231527094,0.100987925,55,5469,0
1944,2070,1,0.732673267,0.304455446,0.086633663,0.032178218,0.50518719,0.0,0,0.037333333,0,0.21084825,0.156996587,62,2890,404,4,0.066831683,0.12295082,411,2217,2
1945,2063,1,0.367924528,0.185534591,0.147798742,0.116352201,0.44630137,0.0,0,0.033096927,0,0.185015414,0.16041979,27,5757,318,4,0.323899371,0.091883614,41,3650,1
1946,5835,0,0.514705882,0.323529412,0.139705882,0.051470588,0.531615925,0.0,0,0.083916084,0,0.304229574,0.0781893,41,2318,136,5,0.029411765,0.067226891,34,1281,1
1947,8573,8,0.565217391,0.18972332,0.027667984,0.011857708,0.482770998,0.0,0,0.087900724,0,0.217688195,0.033573141,42,3295,253,2,0.122529644,0.074941452,114,2786,2
1948,1209,5,0.150684932,0.04109589,0.01369863,0.01369863,0.476007678,0.0,0,0.067988669,0,0.284090909,0.014925373,22,4030,73,7,0.465753425,0.12739726,86,4168,0
1949,1513,8,0.41875,0.10625,0.0,0.0,0.461371841,0.0,0,0.071307301,0,0.271100573,0.064270153,20,6384,160,7,0.05625,0.089285714,68,5540,1
1950,7101,0,0.379844961,0.240310078,0.158914729,0.131782946,21.0,-1.0,0,0.047389558,0,0.262049057,-1.0,27,13192,258,14,0.174418605,0.055555556,1,1,1
1951,10266,2,0.400516796,0.180878553,0.111111111,0.085271318,0.451874367,0.0,0,0.041077441,0,0.205236474,0.334384858,30,5779,387,5,0.198966408,0.065217391,56,1970,1
1952,2050,1,0.095238095,0.0,0.0,0.0,0.539855072,0.0,0,0.111111111,0,0.334667211,0.105691057,23,299,21,0,0.0,0.118518519,66,828,0
1953,9264,1,0.465277778,0.097222222,0.0625,0.027777778,0.45122515,0.0,0,0.047154472,0,0.26797825,0.033292232,15,7249,144,4,0.138888889,0.107512953,29,4326,1
1954,6087,2,0.434210526,0.118421053,0.057017544,0.004385965,0.414243858,0.0,0,0.05,0,0.236789916,0.083632019,27,3935,228,1,0.100877193,0.102531646,18,4437,1
1955,762,4,0.52284264,0.197969543,0.086294416,0.035532995,0.594744122,0.0,0,0.070521862,0,0.217023849,0.567567568,69,1118,197,10,0.121827411,0.042016807,21,723,1
1956,4001,3,0.414201183,0.109467456,0.047337278,0.020710059,0.496155132,0.0,0,0.024981631,0,0.200146264,0.152671756,13,12067,338,4,0.171597633,0.063583815,85,2991,0
1957,9740,8,0.629834254,0.392265193,0.08839779,0.049723757,0.450053937,0.001336898,0,0.050089445,0,0.266017214,0.02540107,25,5399,181,8,0.055248619,0.049731183,112,4635,1
1958,10429,4,0.411483254,0.234449761,0.14354067,0.105263158,0.412741628,0.0,0,0.053590568,0,0.257822927,0.012598425,30,7931,209,11,0.133971292,0.087349398,184,3673,2
1959,7138,2,0.343137255,0.078431373,0.029411765,0.009803922,0.510438413,-1.0,0,0.098253275,0,0.255865152,0.135294118,29,1914,102,9,0.117647059,0.087431694,28,958,1
1960,9670,0,0.62244898,0.173469388,0.081632653,0.020408163,0.4693172,0.0,0,0.058558559,0,0.248149952,0.021857923,31,2276,98,3,0.071428571,0.052910053,60,1157,1
1961,4414,2,0.628865979,0.24742268,0.046391753,0.030927835,0.676348548,0.0,0,0.083432658,0,0.163532349,0.775,56,1320,194,7,0.128865979,0.06557377,83,241,1
1962,5532,0,0.52991453,0.282051282,0.085470085,0.008547009,0.535532995,0.0,0,0.090047393,0,0.252946291,0.140740741,44,1197,117,9,0.128205128,0.076923077,55,786,1
1963,4878,0,0.597122302,0.273381295,0.050359712,0.021582734,0.453358925,-1.0,0,0.017513135,0,0.227453838,0.083857442,19,3001,139,6,0.151079137,0.090507726,34,2605,1
1964,5536,3,0.488636364,0.227272727,0.113636364,0.011363636,0.476608187,0.0,0,0.113636364,0,0.276025597,0.066985646,40,1283,88,4,0.022727273,0.084444444,59,1368,1
1965,5353,3,0.444134078,0.195530726,0.058659218,0.016759777,0.884955752,0.0,0,0.028220859,0,0.191822559,4.0,35,4632,358,8,0.477653631,0.12,153,113,0
1966,261,10,0.074074074,0.0,0.0,0.0,0.661354582,0.0,0,0.168421053,0,0.240575687,0.333333333,80,100,27,6,0.0,0.14893617,37,251,0
1967,754,4,0.678571429,0.435714286,0.15,0.007142857,0.404622586,0.0,0,0.019543974,0,0.296648137,0.010710808,29,4456,140,0,0.014285714,0.048879837,35,6836,0
1968,6613,4,0.243478261,0.060869565,0.017391304,0.0,0.470910335,0.0,0,0.055932203,0,0.192988332,0.119148936,35,1744,115,3,0.695652174,0.105485232,38,1461,1
1969,7542,3,0.308641975,0.024691358,0.0,0.0,0.449616368,0.0,0,0.055072464,0,0.283583996,0.02827381,12,4166,81,2,0.111111111,0.08575804,30,3910,0
1970,1234,7,0.076923077,0.038461538,0.0,0.0,0.430029155,0.0,0,0.128404669,0,0.233304721,0.107142857,36,346,52,1,0.038461538,0.096491228,81,686,1
1971,3610,4,0.2,0.08,0.0,0.0,0.440197287,0.0,0,0.056179775,0,0.268134312,0.056234719,16,2451,75,2,0.186666667,0.081927711,90,2433,2
1972,9129,0,0.571428571,0.2,0.057142857,0.0,21.0,-1.0,0,0.152631579,0,0.283220585,-1.0,56,262,35,5,0.142857143,0.111111111,57,1,1
1973,1340,5,0.648325359,0.241626794,0.031100478,0.009569378,0.483642578,0.0,0,0.036585366,0,0.176931503,0.015727392,46,4091,418,8,0.153110048,0.116935484,60,4088,1
1974,105,3,0.454545455,0.181818182,0.0,0.0,0.773519164,0.0,0,0.067669173,0,0.176230635,0.210526316,50,137,22,6,0.045454545,0.1875,85,286,1
1975,2903,0,0.49235474,0.218654434,0.099388379,0.010703364,0.969072165,0.0,0,0.012950971,0,0.172451355,10.83333333,34,10145,654,11,0.432721713,0.058823529,148,97,1
1976,2925,0,0.909090909,0.181818182,0.090909091,0.090909091,0.605786618,0.0,0,0.071428571,0,0.256390309,0.12244898,25,476,11,7,0.090909091,0.141414141,1,553,1
1977,9818,4,0.788927336,0.320069204,0.08650519,0.017301038,0.533333333,0.0,0,0.022591362,0,0.222584952,0.323076923,74,2121,578,0,0.05017301,0.095238095,127,855,0
1978,7932,1,0.681467181,0.283783784,0.108108108,0.054054054,0.534569983,0.0,0,0.035998326,0,0.1826059,0.642512077,37,9487,518,5,0.277992278,0.132780083,189,1186,1
1979,7587,0,0.348837209,0.054263566,0.0,0.0,0.926605505,0.0,0,0.008333333,0,0.166590401,4.45,25,1654,129,1,0.007751938,0.179487179,93,109,0
1980,4979,6,1.0,0.5,0.25,0.0,21.0,-1.0,0,0.037037037,0,0.365180467,-1.0,40,82,4,8,0.0,0.133333333,46,1,2
1981,7873,4,0.650822669,0.241316271,0.067641682,0.045703839,0.424175419,0.0,0,0.036988686,0,0.187588489,0.113613101,26,14067,547,4,0.307129799,0.098272138,66,5427,1
1982,4038,2,0.751269036,0.634517766,0.535532995,0.007614213,0.4787914,0.0,0,0.013084112,0,0.281446623,0.015037594,3,66796,394,4,0.010152284,0.106861642,37,5163,1
1983,6221,1,0.787610619,0.542035398,0.283185841,0.119469027,0.444954748,0.0,0,0.001805054,0,0.273023812,0.038631347,61,8105,452,0,0.039823009,0.041855204,11,7403,1
1984,1956,2,0.764705882,0.607843137,0.488235294,0.005882353,0.482785603,0.0,0,0.009881423,0,0.261200295,0.022695035,4,70404,510,5,0.005882353,0.126488095,41,3834,1
1985,10347,0,0.244186047,0.127906977,0.058139535,0.034883721,0.509677419,0.0,0,0.080097087,0,0.203635917,0.481012658,58,601,86,13,0.093023256,0.12037037,90,465,2
1986,275,1,0.125827815,0.07615894,0.052980132,0.026490066,0.399487179,0.0,0,0.017820425,0,0.226271834,0.146478873,7,21703,302,11,0.149006623,0.090909091,127,1949,1
1987,2500,5,0.565217391,0.391304348,0.15942029,0.0,0.5,0.0,0,0.059782609,0,0.281688219,0.039787798,16,1941,69,3,0.057971014,0.096418733,44,2152,1
1988,3254,1,0.443661972,0.11971831,0.049295775,0.042253521,0.599337748,0.0,0,0.048172757,0,0.248195356,0.421568627,43,1827,142,4,0.098591549,0.098214286,40,604,0
1989,4854,0,0.679347826,0.336956522,0.086956522,0.016304348,0.518911745,0.0,0,0.056402439,0,0.210531407,0.213438735,51,1614,184,5,0.02173913,0.102661597,81,1507,1
1990,4887,8,0.244660194,0.040776699,0.009708738,0.0,0.395264117,0.0,0,0.028629857,0,0.191687142,0.941747573,16,9966,515,8,0.102912621,0.045751634,223,549,0
1991,4416,0,0.62745098,0.362745098,0.235294118,0.019607843,0.436104657,0.0,0,0.039167687,0,0.236328651,0.018858308,12,11866,102,5,0.637254902,0.14986376,28,9899,1
1992,9748,6,0.514563107,0.174757282,0.106796117,0.087378641,0.471402769,0.0,0,0.035343035,0,0.224843602,0.094890511,19,3485,103,2,0.077669903,0.087912088,42,1661,0
1993,5179,1,0.301369863,0.239726027,0.143835616,0.109589041,0.415954416,0.0,0,0.042016807,0,0.230284466,0.887096774,16,7233,146,7,0.191780822,0.090909091,101,351,0
1994,4290,4,0.709251101,0.325991189,0.110132159,0.008810573,0.474722329,0.0,0,0.068004459,0,0.253284599,0.021111111,32,5540,227,6,0.392070485,0.090807175,95,5222,0
1995,4761,2,0.711111111,0.0,0.0,0.0,0.416149068,-1.0,0,0.028423773,0,0.173823928,0.282926829,12,1500,45,2,0.133333333,0.033492823,54,1449,1
1996,9068,3,0.420711974,0.161812298,0.110032362,0.064724919,0.474358974,0.0,0,0.035739313,0,0.194117775,0.154905336,26,5193,309,4,0.190938511,0.110280374,29,3198,1
1997,783,3,0.095238095,0.0,0.0,0.0,0.770949721,0.0,0,0.083333333,0,0.32464539,0.333333333,39,318,42,4,0.047619048,0.066666667,69,179,1
1998,8187,5,0.622710623,0.36996337,0.146520147,0.113553114,0.432432432,0.0,0,0.038235294,0,0.219784861,0.522123894,87,691,273,8,0.036630037,0.116883117,208,629,0
1999,6226,0,0.681528662,0.356687898,0.121019108,0.063694268,21.0,-1.0,0,0.038709677,0,0.246120114,-1.0,25,5674,157,2,0.01910828,0.0,1,1,1
2000,3381,2,0.31884058,0.101449275,0.086956522,0.072463768,0.48364486,0.0,0,0.036144578,0,0.236338391,0.145454545,10,3069,69,4,0.086956522,0.06940874,41,2140,0
2001,2524,2,0.448051948,0.253246753,0.168831169,0.071428571,0.605610561,0.0,0,0.04338843,0,0.202250681,0.136363636,28,2595,154,0,0.0,0.075630252,74,606,1
2002,2656,0,0.451724138,0.306896552,0.075862069,0.017241379,21.0,-1.0,0,0.028100775,0,0.16574186,-1.0,27,6151,290,1,0.048275862,0.5,1,1,1
2003,4029,4,0.617910448,0.370149254,0.143283582,0.032835821,0.499801823,0.0,0,0.051106026,0,0.221980511,0.14922049,50,3876,335,10,0.16119403,0.118790497,117,2523,0
2004,9637,2,0.539325843,0.258426966,0.084269663,0.033707865,0.46912114,0.0,0,0.033647376,0,0.245249602,0.071666667,19,6618,178,6,0.04494382,0.090747331,65,3368,1
2005,1966,0,0.103942652,0.050179211,0.025089606,0.021505376,0.340482574,0.0,0,0.017657993,0,0.187304706,0.4,43,1910,279,11,0.078853047,0.108910891,107,365,2
2006,8622,0,0.675675676,0.459459459,0.333333333,0.261261261,0.415815635,0.0,0,0.023404255,0,0.267973454,0.034392913,37,11477,222,3,0.094594595,0.105825762,210,11065,2
2007,5545,7,0.892086331,0.73381295,0.050359712,0.0,0.498951782,0.0,0,0.046004843,0,0.213299994,0.04379562,75,534,139,4,0.0,0.058441558,94,954,0
2008,3982,3,0.666666667,0.354497354,0.19047619,0.105820106,0.466259372,0.0,0,0.025150905,0,0.242180259,0.040601504,19,10202,189,4,0.148148148,0.07223114,19,3601,1
